smiles,sampling_params,response
Cc1ccccc1Nc1nc(N)nc(CSc2nc3ccccc3c(=O)n2CCCO)n1,frozen,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[Cl,Br,I][c;$(c1:[c,n]:[c,n]:[c,n]:[c,n]:[c,n]:1):1].[N;$(NC)&!$(N=*)&!$([N-])&!$(N#*)&!$([ND3])&!$([ND4])&!$(N[c,O])&!$(N[C,S]=[S,O,N]),H2&$(Nc1:[c,n]:[c,n]:[c,n]:[c,n]:[c,n]:1):2]>>[c:1][N:2]</rxn>"", ""reactants"": [""Cc1ccccc1N"", ""Nc1nc(Cl)nc(CSc2nc3ccccc3c(=O)n2CCCO)n1""], ""product"": ""Cc1ccccc1Nc1nc(N)nc(CSc2nc3ccccc3c(=O)n2CCCO)n1""}], ""building_blocks"": [""<bb>Cc1ccccc1N</bb>"", ""<bb>Nc1nc(Cl)nc(CSc2nc3ccccc3c(=O)n2CCCO)n1</bb>""]}"
Cc1ccccc1Nc1nc(N)nc(CSc2nc3ccccc3c(=O)n2CCCO)n1,low,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[Cl,Br,I][c;$(c1:[c,n]:[c,n]:[c,n]:[c,n]:[c,n]:1):1].[N;$(NC)&!$(N=*)&!$([N-])&!$(N#*)&!$([ND3])&!$([ND4])&!$(N[c,O])&!$(N[C,S]=[S,O,N]),H2&$(Nc1:[c,n]:[c,n]:[c,n]:[c,n]:[c,n]:1):2]>>[c:1][N:2]</rxn>"", ""reactants"": [""Cc1ccccc1N"", ""Nc1nc(Cl)nc(CSc2nc3ccccc3c(=O)n2CCCO)n1""], ""product"": ""Cc1ccccc1Nc1nc(N)nc(CSc2nc3ccccc3c(=O)n2CCCO)n1""}], ""building_blocks"": [""<bb>Cc1ccccc1N</bb>"", ""<bb>Nc1nc(Cl)nc(CSc2nc3ccccc3c(=O)n2CCCO)n1</bb>""]}"
Cc1ccccc1Nc1nc(N)nc(CSc2nc3ccccc3c(=O)n2CCCO)n1,low,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[Cl,Br,I][c;$(c1:[c,n]:[c,n]:[c,n]:[c,n]:[c,n]:1):1].[N;$(NC)&!$(N=*)&!$([N-])&!$(N#*)&!$([ND3])&!$([ND4])&!$(N[c,O])&!$(N[C,S]=[S,O,N]),H2&$(Nc1:[c,n]:[c,n]:[c,n]:[c,n]:[c,n]:1):2]>>[c:1][N:2]</rxn>"", ""reactants"": [""Cc1ccccc1N"", ""Nc1nc(Cl)nc(CSc2nc3ccccc3c(=O)n2CCCO)n1""], ""product"": ""Cc1ccccc1Nc1nc(N)nc(CSc2nc3ccccc3c(=O)n2CCCO)n1""}], ""building_blocks"": [""<bb>Cc1ccccc1N</bb>"", ""<bb>Nc1nc(Cl)nc(CSc2nc3ccccc3c(=O)n2CCCO)n1</bb>""]}"
Cc1ccccc1Nc1nc(N)nc(CSc2nc3ccccc3c(=O)n2CCCO)n1,medium,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[c;!$(c1ccccc1);$(c1[n,c]c[n,c]c[n,c]1):1][Cl,F].[N;$(NC);!$(N=*);!$([N-]);!$(N#*);!$([ND3]);!$([ND4]);!$(N[c,O]);!$(N[C,S]=[S,O,N]):2]>>[c:1][N:2]</rxn>"", ""reactants"": [""Nc1nc(Cl)nc(CSc2nc3ccccc3c(=O)n2CCCO)n1"", ""Cc1ccccc1N""], ""product"": ""Cc1ccccc1Nc1nc(N)nc(CSc2nc3ccccc3c(=O)n2CCCO)n1""}], ""building_blocks"": [""<bb>Nc1nc(Cl)nc(CSc2nc3ccccc3c(=O)n2CCCO)n1</bb>"", ""<bb>Cc1ccccc1N</bb>""]}"
Cc1ccccc1Nc1nc(N)nc(CSc2nc3ccccc3c(=O)n2CCCO)n1,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[OH:2]-[$([CX4]),c:1]>>[Br:3][C,c:1]</rxn>"", ""reactants"": ["""", ""Cc1ccccc1Nc1nc(N)nc(SCc2nc(N)nc3ccccc3c2=O)n1""], ""product"": ""Cc1ccccc1Nc1nc(N)nc(CSc2nc3ccccc3c(=O)n2CCCO)n1""}], ""building_blocks"": [""<bb>Cc1ccccc1Nc1nc(N)nc(SCc2nc(N)nc3ccccc3c2=O)n1</bb>""]}"
Cc1ccccc1Nc1nc(N)nc(CSc2nc3ccccc3c(=O)n2CCCO)n1,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[Cl,Br,I][c;$(c1:[c,n]:[c,n]:[c,n]:[c,n]:[c,n]:1):1].[N;$(NC)&!$(N=*)&!$([N-])&!$(N#*)&!$([ND3])&!$([ND4])&!$(N[c,O])&!$(N[C,S]=[S,O,N]),H2&$(Nc1:[c,n]:[c,n]:[c,n]:[c,n]:[c,n]:1):2]>>[c:1][N:2]</rxn>"", ""reactants"": [""Nc1nc(Cl)nc(SCc2nc3ccccc3c(=O)n2CCCO)n1"", ""Cc1ccccc1N""], ""product"": ""Cc1ccccc1Nc1nc(N)nc(CSc2nc3ccccc3c(=O)n2CCCO)n1""}, {""reaction_number"": 2, ""reaction_template"": ""<rxn>[c;r6:1](-[C;$(C=O):6]-[OH1]):[c;r6:2]-[C;H1,$(C-C):3]=[OD1].[NH2:4]-[NH1;$(N-[#6]);!$(NC=[O,S,N]):5]>>[c:1]1:[c:2]-[C:3]=[N:4]-[N:5]-[C:6]-1</rxn>"", ""reactants"": [""O=C(O)c1ccccc1C(=O)O"", ""NNCSc1nc(N)nc(Cl)n1""], ""product"": ""Nc1nc(Cl)nc(SCc2nc3ccccc3c(=O)n2CCCO)n1""}], ""building_blocks"": [""<bb>Cc1ccccc1N</bb>"", ""<bb>O=C(O)c1ccccc1C(=O)O</bb>"", ""<bb>NNCSc1nc(N)nc(Cl)n1</bb>""]}"
Cc1ccccc1Nc1nc(N)nc(CSc2nc3ccccc3c(=O)n2CCCO)n1,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[Cl,Br,I][c;$(c1:[c,n]:[c,n]:[c,n]:[c,n]:[c,n]:1):1].[N;$(NC)&!$(N=*)&!$([N-])&!$(N#*)&!$([ND3])&!$([ND4])&!$(N[c,O])&!$(N[C,S]=[S,O,N]),H2&$(Nc1:[c,n]:[c,n]:[c,n]:[c,n]:[c,n]:1):2]>>[c:1][N:2]</rxn>"", ""reactants"": [""Cc1ccccc1N"", ""Nc1nc(Cl)nc(CSc2nc3ccccc3c(=O)n2CCCO)n1""], ""product"": ""Cc1ccccc1Nc1nc(N)nc(CSc2nc3ccccc3c(=O)n2CCCO)n1""}], ""building_blocks"": [""<bb>Cc1ccccc1N</bb>"", ""<bb>Nc1nc(Cl)nc(CSc2nc3ccccc3c(=O)n2CCCO)n1</bb>""]}"
COc1cccc(-c2nc(NC3CCCCC3C)c3ccccc3n2)c1O,medium,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[c;!$(c1ccccc1);$(c1[n,c]c[n,c]c[n,c]1):1][Cl,F].[N;$(NC);!$(N=*);!$([N-]);!$(N#*);!$([ND3]);!$([ND4]);!$(N[c,O]);!$(N[C,S]=[S,O,N]):2]>>[c:1][N:2]</rxn>"", ""reactants"": [""CC1CCCCC1N"", ""COc1cccc(-c2nc(Cl)c3ccccc3n2)c1O""], ""product"": ""COc1cccc(-c2nc(NC3CCCCC3C)c3ccccc3n2)c1O""}], ""building_blocks"": [""<bb>CC1CCCCC1N</bb>"", ""<bb>COc1cccc(-c2nc(Cl)c3ccccc3n2)c1O</bb>""]}"
COc1cccc(-c2nc(NC3CCCCC3C)c3ccccc3n2)c1O,medium,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[c;!$(c1ccccc1);$(c1[n,c]c[n,c]c[n,c]1):1][Cl,F].[N;$(NC);!$(N=*);!$([N-]);!$(N#*);!$([ND3]);!$([ND4]);!$(N[c,O]);!$(N[C,S]=[S,O,N]):2]>>[c:1][N:2]</rxn>"", ""reactants"": [""CC1CCCCC1N"", ""COc1cccc(-c2nc(Cl)c3ccccc3n2)c1O""], ""product"": ""COc1cccc(-c2nc(NC3CCCCC3C)c3ccccc3n2)c1O""}], ""building_blocks"": [""<bb>CC1CCCCC1N</bb>"", ""<bb>COc1cccc(-c2nc(Cl)c3ccccc3n2)c1O</bb>""]}"
COc1cccc(-c2nc(NC3CCCCC3C)c3ccccc3n2)c1O,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[c;!$(c1ccccc1);$(c1[n,c]c[n,c]c[n,c]1):1][Cl,F].[N;$(NC);!$(N=*);!$([N-]);!$(N#*);!$([ND3]);!$([ND4]);!$(N[c,O]);!$(N[C,S]=[S,O,N]):2]>>[c:1][N:2]</rxn>"", ""reactants"": [""CC1CCCCC1N"", ""COc1cccc(-c2nc(Cl)c3ccccc3n2)c1O""], ""product"": ""COc1cccc(-c2nc(NC3CCCCC3C)c3ccccc3n2)c1O""}], ""building_blocks"": [""<bb>CC1CCCCC1N</bb>"", ""<bb>COc1cccc(-c2nc(Cl)c3ccccc3n2)c1O</bb>""]}"
COc1cccc(-c2nc(NC3CCCCC3C)c3ccccc3n2)c1O,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[c;!$(c1ccccc1);$(c1[n,c]c[n,c]c[n,c]1):1][Cl,F].[N;$(NC);!$(N=*);!$([N-]);!$(N#*);!$([ND3]);!$([ND4]);!$(N[c,O]);!$(N[C,S]=[S,O,N]):2]>>[c:1][N:2]</rxn>"", ""reactants"": [""CC1CCCCC1N"", ""COc1cccc(-c2nc(Cl)c3ccccc3n2)c1O""], ""product"": ""COc1cccc(-c2nc(NC3CCCCC3C)c3ccccc3n2)c1O""}], ""building_blocks"": [""<bb>CC1CCCCC1N</bb>"", ""<bb>COc1cccc(-c2nc(Cl)c3ccccc3n2)c1O</bb>""]}"
COc1cccc(-c2nc(NC3CCCCC3C)c3ccccc3n2)c1O,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[Cl,Br,I][c;$(c1:[c,n]:[c,n]:[c,n]:[c,n]:[c,n]:1):1].[N;$(NC)&!$(N=*)&!$([N-])&!$(N#*)&!$([ND3])&!$([ND4])&!$(N[c,O])&!$(N[C,S]=[S,O,N]),H2&$(Nc1:[c,n]:[c,n]:[c,n]:[c,n]:[c,n]:1):2]>>[c:1][N:2]</rxn>"", ""reactants"": [""CC1CCCCC1N"", ""COc1cccc(-c2nc(Cl)c3ccccc3n2)c1O""], ""product"": ""COc1cccc(-c2nc(NC3CCCCC3C)c3ccccc3n2)c1O""}], ""building_blocks"": [""<bb>CC1CCCCC1N</bb>"", ""<bb>COc1cccc(-c2nc(Cl)c3ccccc3n2)c1O</bb>""]}"
Cc1ccccc1CNC1=NS(=O)(=O)c2cc(Cl)ccc2N1,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[C$(C(=O)([CX4,c])([CX4,c])),C$([CH](=O)([CX4,c])):1]=[O:2].[N$([NH2,NH3+1]([CX4,c])),N$([NH]([CX4,c])([CX4,c])):3]>>[N+0:3][C:1]</rxn>"", ""reactants"": [""NC1=NS(=O)(=O)c2cc(Cl)ccc2N1"", ""Cc1ccccc1C=O""], ""product"": ""Cc1ccccc1CNC1=NS(=O)(=O)c2cc(Cl)ccc2N1""}], ""building_blocks"": [""<bb>NC1=NS(=O)(=O)c2cc(Cl)ccc2N1</bb>"", ""<bb>Cc1ccccc1C=O</bb>""]}"
COc1ccc2cc(C(=O)C3CN=C4C=C(C)C=CN4C3)ccc2c1,frozen,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6:1][C:2]#[#7;D1].[Cl,Br,I][#6;$([#6]~[#6]);!$([#6]([Cl,Br,I])[Cl,Br,I]);!$([#6]=O):3]>>[#6:1][C:2](=O)[#6:3]</rxn>"", ""reactants"": [""COc1ccc2cc(C#N)ccc2c1"", ""CC1=CC=CN2CC(Br)CN=C12""], ""product"": ""COc1ccc2cc(C(=O)C3CN=C4C=C(C)C=CN4C3)ccc2c1""}, {""reaction_number"": 2, ""reaction_template"": ""<rxn>[OH:2]-[$([CX4]),c:1]>>[Br:3][C,c:1]</rxn>"", ""reactants"": ["""", ""CC1=CC=CN2CC(O)CN=C12""], ""product"": ""CC1=CC=CN2CC(Br)CN=C12""}], ""building_blocks"": [""<bb>COc1ccc2cc(C#N)ccc2c1</bb>"", ""<bb>CC1=CC=CN2CC(O)CN=C12</bb>""]}"
COc1ccc2cc(C(=O)C3CN=C4C=C(C)C=CN4C3)ccc2c1,low,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6:1][C:2]#[#7;D1].[Cl,Br,I][#6;$([#6]~[#6]);!$([#6]([Cl,Br,I])[Cl,Br,I]);!$([#6]=O):3]>>[#6:1][C:2](=O)[#6:3]</rxn>"", ""reactants"": [""COc1ccc2cc(C#N)ccc2c1"", ""CC1=CC=CN2CC(Br)CN=C12""], ""product"": ""COc1ccc2cc(C(=O)C3CN=C4C=C(C)C=CN4C3)ccc2c1""}, {""reaction_number"": 2, ""reaction_template"": ""<rxn>[OH:2]-[$([CX4]),c:1]>>[Br:3][C,c:1]</rxn>"", ""reactants"": ["""", ""CC1=CC=CN2CC(O)CN=C12""], ""product"": ""CC1=CC=CN2CC(Br)CN=C12""}], ""building_blocks"": [""<bb>COc1ccc2cc(C#N)ccc2c1</bb>"", ""<bb>CC1=CC=CN2CC(O)CN=C12</bb>""]}"
COc1ccc2cc(C(=O)C3CN=C4C=C(C)C=CN4C3)ccc2c1,low,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6:1][C:2]#[#7;D1].[Cl,Br,I][#6;$([#6]~[#6]);!$([#6]([Cl,Br,I])[Cl,Br,I]);!$([#6]=O):3]>>[#6:1][C:2](=O)[#6:3]</rxn>"", ""reactants"": [""COc1ccc2cc(C#N)ccc2c1"", ""CC1=CC=CN2CC(Br)CN=C12""], ""product"": ""COc1ccc2cc(C(=O)C3CN=C4C=C(C)C=CN4C3)ccc2c1""}, {""reaction_number"": 2, ""reaction_template"": ""<rxn>[OH:2]-[$([CX4]),c:1]>>[Br:3][C,c:1]</rxn>"", ""reactants"": ["""", ""CC1=CC=CN2CC(O)CN=C12""], ""product"": ""CC1=CC=CN2CC(Br)CN=C12""}], ""building_blocks"": [""<bb>COc1ccc2cc(C#N)ccc2c1</bb>"", ""<bb>CC1=CC=CN2CC(O)CN=C12</bb>""]}"
COc1ccc2cc(C(=O)C3CN=C4C=C(C)C=CN4C3)ccc2c1,medium,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6:1][C:2]#[#7;D1].[Cl,Br,I][#6;$([#6]~[#6]);!$([#6]([Cl,Br,I])[Cl,Br,I]);!$([#6]=O):3]>>[#6:1][C:2](=O)[#6:3]</rxn>"", ""reactants"": [""COc1ccc2cc(Br)ccc2c1"", ""CC1=CN2CC(C#N)CN=C2C=C1""], ""product"": ""COc1ccc2cc(C(=O)C3CN=C4C=C(C)C=CN4C3)ccc2c1""}], ""building_blocks"": [""<bb>COc1ccc2cc(Br)ccc2c1</bb>"", ""<bb>CC1=CN2CC(C#N)CN=C2C=C1</bb>""]}"
COc1ccc2cc(C(=O)C3CN=C4C=C(C)C=CN4C3)ccc2c1,medium,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6:1][C:2]#[#7;D1].[Cl,Br,I][#6;$([#6]~[#6]);!$([#6]([Cl,Br,I])[Cl,Br,I]);!$([#6]=O):3]>>[#6:1][C:2](=O)[#6:3]</rxn>"", ""reactants"": [""COc1ccc2cc(Br)ccc2c1"", ""CC1=CC=CN2CC(C#N)CC=C12""], ""product"": ""COc1ccc2cc(C(=O)C3CN=C4C=C(C)C=CN4C3)ccc2c1""}], ""building_blocks"": [""<bb>COc1ccc2cc(Br)ccc2c1</bb>"", ""<bb>CC1=CC=CN2CC(C#N)CC=C12</bb>""]}"
COc1ccc2cc(C(=O)C3CN=C4C=C(C)C=CN4C3)ccc2c1,medium,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6:1][C:2]#[#7;D1].[Cl,Br,I][#6;$([#6]~[#6]);!$([#6]([Cl,Br,I])[Cl,Br,I]);!$([#6]=O):3]>>[#6:1][C:2](=O)[#6:3]</rxn>"", ""reactants"": [""COc1ccc2cc(Br)ccc2c1"", ""CC1=CN2CC(C#N)CN=C2C=C1""], ""product"": ""COc1ccc2cc(C(=O)C3CN=C4C=C(C)C=CN4C3)ccc2c1""}], ""building_blocks"": [""<bb>COc1ccc2cc(Br)ccc2c1</bb>"", ""<bb>CC1=CN2CC(C#N)CN=C2C=C1</bb>""]}"
COc1ccc2cc(C(=O)C3CN=C4C=C(C)C=CN4C3)ccc2c1,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[I:1][C$(C(I)([CX4,c])([CX4,c])([CX4,c])),C$([CH](I)([CX4,c])([CX4,c])),C$([CH2](I)([CX4,c])),C$([CH3](I)):2].[C$(C(=O)([Cl,OH,O-])([CX4,c])),C$([CH]([Cl,OH,O-])(=O)):3](=[O:6])[Cl,OH,O-:5]>>[C:2]-[C:3]=[O:6]</rxn>"", ""reactants"": [""CC1=CN2CC(C(=O)O)CN=C2C=C1"", ""COc1ccc2cc(C(=O)O)ccc2c1""], ""product"": ""COc1ccc2cc(C(=O)C3CN=C4C=C(C)C=CN4C3)ccc2c1""}, {""reaction_number"": 2, ""reaction_template"": ""<rxn>[$(C([CH2,CH3])),CH:10](=[O:11])-[NH+0:9]-[C$(C(N)(C)(C)(C)),C$([CH](N)(C)(C)),C$([CH2](N)(C)):8]-[C$(C(c)(C)(C)(C)),C$([CH](c)(C)(C)),C$([CH2](c)(C)):7]-[c:6]1[cH:1][c:2][c:3][c:4][c:5]1>>[C:10]-1=[N+0:9]-[C:8]-[C:7]-[c:6]2[c:5][c:4][c:3][c:2][c:1]-12</rxn>"", ""reactants"": [""CC(=O)C getC(NC(=O)C(F)(F)F)c1ccccc1"", """"], ""product"": ""CC1=CN2CC(C(=O)O)CN=C2C=C1""}], ""building_blocks"": [""<bb>COc1ccc2cc(C(=O)O)ccc2c1</bb>"", ""<bb>CC(=O)C getC(NC(=O)C(F)(F)F)c1ccccc1</bb>""]}"
COc1ccc2cc(C(=O)C3CN=C4C=C(C)C=CN4C3)ccc2c1,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6:1][C:2]#[#7;D1].[Cl,Br,I][#6;$([#6]~[#6]);!$([#6]([Cl,Br,I])[Cl,Br,I]);!$([#6]=O):3]>>[#6:1][C:2](=O)[#6:3]</rxn>"", ""reactants"": [""COc1ccc2cc(Cl)ccc2c1"", ""CC1=CN2CC(C#N)CN=C2C=C1""], ""product"": ""COc1ccc2cc(C(=O)C3CN=C4C=C(C)C=CN4C3)ccc2c1""}, {""reaction_number"": 2, ""reaction_template"": ""<rxn>[OH,NH2,NH3+:3]-[CH2:2]-[C$(C([CX4,c])([CX4,c])([CX4,c])),C$([CH]([CX4,c])([CX4,c])),C$([CH2]([CX4,c])),C$([CH3]),c$(c):1]>>[C,c:1][C:2]#[N:4]</rxn>"", ""reactants"": ["""", ""CC1=CN2CC(CN)CN=C2C=C1""], ""product"": ""CC1=CN2CC(C#N)CN=C2C=C1""}], ""building_blocks"": [""<bb>COc1ccc2cc(Cl)ccc2c1</bb>"", ""<bb>CC1=CN2CC(CN)CN=C2C=C1</bb>""]}"
COc1ccc2cc(C(=O)C3CN=C4C=C(C)C=CN4C3)ccc2c1,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6:1][C:2]#[#7;D1].[Cl,Br,I][#6;$([#6]~[#6]);!$([#6]([Cl,Br,I])[Cl,Br,I]);!$([#6]=O):3]>>[#6:1][C:2](=O)[#6:3]</rxn>"", ""reactants"": [""CC1=CN2CC(C#N)CN=C2=C1"", ""COc1ccc2cc(I)ccc2c1""], ""product"": ""COc1ccc2cc(C(=O)C3CN=C4C=C(C)C=CN4C3)ccc2c1""}], ""building_blocks"": [""<bb>CC1=CN2CC(C#N)CN=C2=C1</bb>"", ""<bb>COc1ccc2cc(I)ccc2c1</bb>""]}"
COc1ccc2cc(C(=O)C3CN=C4C=C(C)C=CN4C3)ccc2c1,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[I:1][C$(C(I)([CX4,c])([CX4,c])([CX4,c])),C$([CH](I)([CX4,c])([CX4,c])),C$([CH2](I)([CX4,c])),C$([CH3](I)):2].[C$(C(=O)([Cl,OH,O-])([CX4,c])),C$([CH]([Cl,OH,O-])(=O)):3](=[O:6])[Cl,OH,O-:5]>>[C:2]-[C:3]=[O:6]</rxn>"", ""reactants"": [""COc1ccc2cc(C(=O)O)ccc2c1"", ""CC1=CN2CC(Br)CC=C2=C1""], ""product"": ""COc1ccc2cc(C(=O)C3CN=C4C=C(C)C=CN4C3)ccc2c1""}, {""reaction_number"": 2, ""reaction_template"": ""<rxn>[OH:2]-[$([CX4]),c:1]>>[Br:3][C,c:1]</rxn>"", ""reactants"": ["""", ""CC1=CN2CC(O)CC=C2=C1""], ""product"": ""CC1=CN2CC(Br)CC=C2=C1""}], ""building_blocks"": [""<bb>COc1ccc2cc(C(=O)O)ccc2c1</bb>"", ""<bb>CC1=CN2CC(O)CC=C2=C1</bb>""]}"
COc1ccc(COCC(Cn2ccnc2)OCc2ccc(SC)cc2)cc1,low,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6;$([#6]~[#6]);!$([#6]=O):2][#8;H1:3].[Cl,Br,I][#6;H2;$([#6]~[#6]):4]>>[CH2:4][O:3][#6:2]</rxn>"", ""reactants"": [""CSc1ccc(CBr)cc1"", ""COc1ccc(COCC(O)Cn2ccnc2)cc1""], ""product"": ""COc1ccc(COCC(Cn2ccnc2)OCc2ccc(SC)cc2)cc1""}], ""building_blocks"": [""<bb>CSc1ccc(CBr)cc1</bb>"", ""<bb>COc1ccc(COCC(O)Cn2ccnc2)cc1</bb>""]}"
COc1ccc(COCC(Cn2ccnc2)OCc2ccc(SC)cc2)cc1,low,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6;$([#6]~[#6]);!$([#6]=O):2][#8;H1:3].[Cl,Br,I][#6;H2;$([#6]~[#6]):4]>>[CH2:4][O:3][#6:2]</rxn>"", ""reactants"": [""CSc1ccc(COC(CO)Cn2ccnc2)cc1"", ""COc1ccc(CCl)cc1""], ""product"": ""COc1ccc(COCC(Cn2ccnc2)OCc2ccc(SC)cc2)cc1""}, {""reaction_number"": 2, ""reaction_template"": ""<rxn>[#6;$([#6]~[#6]);!$([#6]=O):2][#8;H1:3].[Cl,Br,I][#6;H2;$([#6]~[#6]):4]>>[CH2:4][O:3][#6:2]</rxn>"", ""reactants"": [""CSc1ccc(CCl)cc1"", ""OCC(O)Cn1ccnc1""], ""product"": ""CSc1ccc(COC(CO)Cn2ccnc2)cc1""}], ""building_blocks"": [""<bb>COc1ccc(CCl)cc1</bb>"", ""<bb>CSc1ccc(CCl)cc1</bb>"", ""<bb>OCC(O)Cn1ccnc1</bb>""]}"
COc1ccc(COCC(Cn2ccnc2)OCc2ccc(SC)cc2)cc1,medium,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6;$([#6]~[#6]);!$([#6]=O):2][#8;H1:3].[Cl,Br,I][#6;H2;$([#6]~[#6]):4]>>[CH2:4][O:3][#6:2]</rxn>"", ""reactants"": [""CSc1ccc(CBr)cc1"", ""COc1ccc(COCC(O)Cn2ccnc2)cc1""], ""product"": ""COc1ccc(COCC(Cn2ccnc2)OCc2ccc(SC)cc2)cc1""}], ""building_blocks"": [""<bb>CSc1ccc(CBr)cc1</bb>"", ""<bb>COc1ccc(COCC(O)Cn2ccnc2)cc1</bb>""]}"
COc1ccc(COCC(Cn2ccnc2)OCc2ccc(SC)cc2)cc1,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6;$([#6]~[#6]);!$([#6]=O):2][#8;H1:3].[Cl,Br,I][#6;H2;$([#6]~[#6]):4]>>[CH2:4][O:3][#6:2]</rxn>"", ""reactants"": [""CSc1ccc(CBr)cc1"", ""COc1ccc(COC(CCl)Cn2ccnc2)cc1""], ""product"": ""COc1ccc(COCC(Cn2ccnc2)OCc2ccc(SC)cc2)cc1""}, {""reaction_number"": 2, ""reaction_template"": ""<rxn>[#6;$([#6]~[#6]);!$([#6]=O):2][#8;H1:3].[Cl,Br,I][#6;H2;$([#6]~[#6]):4]>>[CH2:4][O:3][#6:2]</rxn>"", ""reactants"": [""COc1ccc(CBr)cc1"", ""OC(CCl)Cn1ccnc1""], ""product"": ""COc1ccc(COC(CCl)Cn2ccnc2)cc1""}], ""building_blocks"": [""<bb>CSc1ccc(CBr)cc1</bb>"", ""<bb>COc1ccc(CBr)cc1</bb>"", ""<bb>OC(CCl)Cn1ccnc1</bb>""]}"
Cc1cnc(CNc2nc(CC(C)C)ns2)nc1,low,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[C$(C(=O)([CX4,c])([CX4,c])),C$([CH](=O)([CX4,c])):1]=[O:2].[N$([NH2,NH3+1]([CX4,c])),N$([NH]([CX4,c])([CX4,c])):3]>>[N+0:3][C:1]</rxn>"", ""reactants"": [""CC(C)Cc1nsc(N)n1"", ""Cc1cnc(C=O)nc1""], ""product"": ""Cc1cnc(CNc2nc(CC(C)C)ns2)nc1""}], ""building_blocks"": [""<bb>CC(C)Cc1nsc(N)n1</bb>"", ""<bb>Cc1cnc(C=O)nc1</bb>""]}"
Cc1cnc(CNc2nc(CC(C)C)ns2)nc1,medium,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[C$(C(=O)([CX4,c])([CX4,c])),C$([CH](=O)([CX4,c])):1]=[O:2].[N$([NH2,NH3+1]([CX4,c])),N$([NH]([CX4,c])([CX4,c])):3]>>[N+0:3][C:1]</rxn>"", ""reactants"": [""CC(C)Cc1nsc(N)n1"", ""Cc1cnc(C=O)nc1""], ""product"": ""Cc1cnc(CNc2nc(CC(C)C)ns2)nc1""}], ""building_blocks"": [""<bb>CC(C)Cc1nsc(N)n1</bb>"", ""<bb>Cc1cnc(C=O)nc1</bb>""]}"
Cc1cnc(CNc2nc(CC(C)C)ns2)nc1,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[C$(C(=O)([CX4,c])([CX4,c])),C$([CH](=O)([CX4,c])):1]=[O:2].[N$([NH2,NH3+1]([CX4,c])),N$([NH]([CX4,c])([CX4,c])):3]>>[N+0:3][C:1]</rxn>"", ""reactants"": [""CC(C)Cc1nsc(N)n1"", ""Cc1cnc(C=O)nc1""], ""product"": ""Cc1cnc(CNc2nc(CC(C)C)ns2)nc1""}], ""building_blocks"": [""<bb>CC(C)Cc1nsc(N)n1</bb>"", ""<bb>Cc1cnc(C=O)nc1</bb>""]}"
